Year,dep_id,t_fundc_ocup18m,t_medioc_ocup18m,PopTotal_Urban_UF,PopTotal_Rural_UF,total_precipitation_d,surface_pressure_d,area_km2,humidity_d,temperature_2m_d,min_temperature_2m_d,CNN_all,CNN_0-19,Month,cases20_99,cases0_19,RandEffects1,RandEffects2,RandEffects3,PCA0-Climatic,PCA1-Climatic,PCA2-Climatic,PCA3-Climatic,PCA0-Geo,PCA1-Geo,PCA2-Geo,PCA3-Geo,PCA4-Geo,PCA5-Geo,PCA0-Socio,PCA1-Socio,PCA2-Socio,PCA3-Socio,PCA4-Socio,PCA5-Socio,DengRate_all,DengRate_019
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.5613310140260319,0.8046562879787906,0.1493520686857376,0.9640325412567996,0.7141242141987281,0.8934196136855022,0.03738374042215254,0.054258743950449516,0.0,0.0015480115791266119,0.001277447866316807,0.0,0.0003882535648736529,2.6147457397471263e-05,1.0,0.41219780630911224,0.6144520249054949,0.6225789509932097,0.22928210966437784,0.4812937103905631,0.5425614783059605,0.8019465738613486,0.7717232562424458,0.5270278521399686,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.020682556994993356,0.014734676915573829
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.4577363093680536,0.8171982135740041,0.1493520686857376,0.9453824690614736,0.6994081534995971,0.8442330686841011,0.005629702146458404,0.034203708138461394,0.09090909090909091,0.001161008684344959,0.0012947106753210882,0.0176,0.0003882535648736529,0.017492648998908938,0.9336701758883795,0.4040975203508357,0.5482826549859721,0.6067411030331533,0.2230926130821855,0.48679192450328646,0.5434155818326901,0.8072232371564465,0.7815655784046589,0.5174575083462667,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.01659028635962034,0.014933794171189693
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.4190327456696352,0.8128100140063808,0.1493520686857376,0.9536109070775818,0.7209325891012774,0.8802695543513952,0.011102717527860847,0.02215704060953648,0.1818181818181818,0.000949447101864322,0.0010185057312525894,0.035199999999999995,0.0003882535648736529,0.0349591505404204,0.9461242218628524,0.4044224230112585,0.5581363060234502,0.6561438947826734,0.27627291016049355,0.43955114231172315,0.5360771046748234,0.7618860246886577,0.6970001198772524,0.5996861224721568,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.013438131951292474,0.01174791808133589
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.2619436436308547,0.817030301360381,0.1493520686857376,0.9561500206769822,0.7168437534978782,0.8621128842018173,0.026524788058913826,0.032496755341053764,0.2727272727272727,0.0004076430491700078,0.00032799337108134236,0.0528,0.0003882535648736529,0.05242565208193187,0.9157385003212789,0.45665440987027595,0.5384545236878528,0.6400188591244766,0.3269470637744743,0.39453660149231246,0.5290844562839571,0.7186853470835769,0.616419843510153,0.6780396791953242,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.005419493544142645,0.0037832278567013888
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.10475082280269851,0.8379451235537907,0.1493520686857376,0.8985101981040107,0.6477585946316005,0.7464028626562786,0.02038580539552074,0.027652287823217266,0.36363636363636365,0.00022704169827190306,0.0002071537080513741,0.0704,0.0003882535648736529,0.06989215362344334,0.8175340854437736,0.59701930883699,0.674765843376433,0.6203839365458393,0.30590534152455934,0.4132282499477526,0.5319880541684481,0.7366238146127797,0.6498796582917481,0.6455044781060063,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.0030968534537957966,0.0023894070673903508
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.04401569698182337,0.847696748412627,0.1493520686857376,0.8105672359083567,0.6786537074478929,0.6706587998272795,0.014834209423961929,0.025849157990683838,0.4545454545454545,0.00012900096492721766,0.00027620494406849883,0.088,0.0003882535648736529,0.0873586551649548,0.8137227175246237,0.4776863268043986,0.6659725152357168,0.6462679931241001,0.4652076710434343,0.27171782099455566,0.51000554240008,0.6008155555995583,0.39656263525197644,0.8918214508012576,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.0022673391358147793,0.0031858760898538013
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.037814895472089945,0.8349501716951462,0.1493520686857376,0.6347882075243667,0.7315880647380162,0.7458054354057246,0.0025462096463329527,0.007804720632253609,0.5454545454545454,0.00013932104212139508,3.4525618008562354e-05,0.1056,0.0003882535648736529,0.10482515670646626,0.7476614256462774,0.38171567589111366,0.7225807091575572,0.7227430097249443,0.49432773463770335,0.24585007189876398,0.5059871947551337,0.5759901487706933,0.3502569230711947,0.9368475714543374,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.0016037276814299662,0.00039823451123172516
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.07193635703629353,0.8379649200777344,0.1493520686857376,0.4823667017754107,0.7985003029931494,0.7492478510733562,0.004846576549055015,0.00925369229407341,0.6363636363636364,0.00011352084913595153,0.00017262809004281178,0.1232,0.0003882535648736529,0.12229165824797773,0.6987614525791862,0.31261557671879825,0.8357267992011599,0.8501178754658452,0.4754229984206844,0.262643406556186,0.5085959047948652,0.5921067951530259,0.3803185769987349,0.9076166279480993,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.0017696305450261695,0.001991172556158626
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.08830792385661614,0.8217832075471687,0.1493520686857376,0.6924889110915711,0.7932597914529467,0.7606974181176174,0.013841600135655873,0.017636591120514807,0.7272727272727273,0.00015480115791266118,0.00013810247203424942,0.1408,0.0003882535648736529,0.13975815978948922,0.8455689931735881,0.35961716150301754,0.7119409533081739,0.801537630353286,0.4149397246256515,0.31637152242918487,0.516942137282515,0.6436699338612403,0.4764969750656747,0.8140959811070541,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.002101436272218576,0.0015929380449269006
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.23926595441195284,0.8081416315062597,0.1493520686857376,0.8331002930554339,0.7787051728012635,0.8956271466894421,0.02148009295251269,0.019803064053929932,0.8181818181818182,0.0004024830105729191,0.0005006214611241541,0.1584,0.0003882535648736529,0.1572246613310007,0.9224350477340657,0.3622625482691536,0.6258926250692891,0.7622719774893618,0.3295175597111369,0.39225319494252636,0.5287297473644523,0.716493950516979,0.6123323302868511,0.6820142398898001,0.3144907390635572,0.09663374275441533,0.17996652769660798,0.32524581185388013,0.6046860616753418,0.0762917048878185,0.005917202134931254,0.005774400412860014
